Date,02T,03T,05T,10T,11T,12T,59T,61T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,46T,47T,60T,62T,63T,44T,57T,58T,67T,68T,69T,70T,71T,72T,73T,74T,75T,76T,77T
12/22/2016,55,N/A,48,37,N/A,N/A,40,40,81,52,N/A,99,66,49,66,41,36,N/A,60,N/A,72,74,144,61,80,103,56,61,42,101,47,70,50,N/A,37,35,32,46,35,82,28,23,48,56,37,N/A,N/A,23,34,23,38,43,49,44,52,38,40,47,18,107,47
12/23/2016,33,N/A,35,33,N/A,N/A,30,34,80,36,N/A,77,49,44,58,30,28,N/A,43,N/A,49,54,91,46,72,87,44,33,28,N/A,41,N/A,41,N/A,43,39,31,39,33,72,23,22,42,47,30,N/A,N/A,22,36,28,40,43,43,45,40,38,35,36,23,104,39
12/24/2016,32,N/A,42,47,N/A,N/A,40,50,90,48,N/A,101,64,58,48,42,40,N/A,37,N/A,55,69,161,59,74,95,45,51,32,N/A,40,N/A,46,44,43,52,32,39,34,68,27,25,43,56,35,N/A,N/A,31,76,24,37,43,40,45,51,41,40,37,18,90,49
12/25/2016,47,N/A,65,64,N/A,N/A,63,64,94,82,N/A,120,83,71,65,62,55,N/A,45,N/A,65,88,145,66,65,105,54,72,43,N/A,46,N/A,55,46,40,41,32,52,39,76,21,25,50,64,50,N/A,N/A,36,49,28,30,43,43,43,55,38,49,53,18,90,61
12/26/2016,56,N/A,77,63,N/A,N/A,62,65,106,88,N/A,119,91,78,68,76,59,N/A,67,N/A,69,94,173,80,58,108,61,83,44,126,56,79,68,50,44,53,32,41,37,86,30,22,61,74,43,N/A,N/A,39,35,22,34,47,40,50,58,42,43,55,20,92,56
12/27/2016,N/A,N/A,40,38,N/A,N/A,37,39,98,47,N/A,64,57,54,44,34,32,N/A,N/A,N/A,62,71,128,63,68,77,56,59,37,120,46,72,58,50,48,53,36,34,39,78,31,31,34,57,38,N/A,N/A,33,36,30,43,41,43,42,42,40,N/A,46,20,83,54
12/28/2016,N/A,N/A,35,32,N/A,N/A,34,35,109,43,N/A,61,53,48,41,30,30,N/A,N/A,N/A,48,55,94,56,58,60,39,42,28,52,35,62,48,54,45,40,32,32,33,57,32,29,49,47,32,N/A,N/A,41,36,28,42,38,43,35,41,38,N/A,35,18,80,41
12/29/2016,44,N/A,62,58,N/A,N/A,57,60,131,69,N/A,79,75,62,59,56,44,N/A,N/A,N/A,64,77,102,79,69,85,60,47,32,45,49,72,48,45,40,36,31,34,35,74,34,29,73,71,45,N/A,N/A,36,27,31,31,33,44,42,54,48,N/A,38,21,76,71
12/30/2016,44,N/A,59,55,25,N/A,53,58,124,65,N/A,68,77,59,47,52,44,N/A,N/A,N/A,65,69,65,70,76,74,54,49,33,47,53,66,56,38,28,34,35,43,31,66,43,35,81,64,49,N/A,N/A,30,38,30,33,34,39,41,49,54,N/A,56,23,71,56
12/31/2016,39,N/A,52,47,24,N/A,51,49,110,62,N/A,71,68,51,40,45,41,N/A,N/A,N/A,43,63,53,57,62,57,46,47,34,44,44,54,49,36,N/A,41,35,45,32,63,40,37,59,58,39,N/A,N/A,33,36,26,37,40,40,46,46,57,42,53,30,65,50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
หมายเหตุ ,N/A : ไม่มีข้อมูล,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
