Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,46T,47T,60T,62T,63T,44T,57T,58T,67T,68T (*),68T (**),69T,70T,71T,72T,73T,74T,75T,76T,77T,79T,80T
9/29/2018,38,38,32,n/a,n/a,38,42,71,59,49,52,70,53,n/a,n/a,n/a,31,31,47,32,27,63,165,52,38,27,31,43,20,43,31,67,29,30,15,13,n/a,13,19,47,19,19,37,40,n/a,22,23,32,15,11,24,n/a,19,21,23,30,17,16,27,15,24,28,27,12
9/30/2018,29,23,16,n/a,n/a,15,21,62,37,39,27,44,48,n/a,n/a,n/a,25,30,27,16,n/a,43,97,31,30,40,22,44,22,43,21,29,14,27,17,13,10,16,22,39,22,23,34,32,n/a,30,30,40,12,11,21,n/a,22,19,20,19,12,15,30,13,27,12,16,18
10/1/2018,26,19,17,n/a,n/a,19,23,39,38,32,35,51,41,30,n/a,n/a,20,25,30,16,n/a,50,137,36,35,38,28,46,26,42,30,n/a,17,33,19,15,10,12,19,30,24,22,54,29,n/a,39,32,38,12,9,23,n/a,32,17,18,20,18,15,24,14,26,15,21,25
10/2/2018,32,32,n/a,n/a,n/a,27,34,56,49,49,51,62,53,29,n/a,n/a,26,36,39,23,25,50,140,51,30,49,28,33,23,41,24,37,19,25,13,11,13,14,21,46,17,24,59,51,n/a,33,26,32,15,11,28,n/a,16,24,15,35,35,16,23,27,18,29,17,18
10/3/2018,58,50,n/a,n/a,n/a,41,53,93,92,79,70,85,74,56,59,n/a,46,54,51,33,37,75,152,63,38,76,25,36,25,42,27,43,25,29,16,16,11,17,23,49,17,24,66,56,n/a,19,25,27,23,9,38,n/a,19,38,18,30,40,27,31,36,30,31,29,16
10/4/2018,58,38,n/a,n/a,n/a,46,45,78,77,81,60,85,79,49,n/a,n/a,43,52,49,38,51,93,133,70,58,72,29,47,33,48,34,41,23,40,27,29,24,28,35,n/a,14,19,72,57,n/a,19,20,20,33,20,46,n/a,36,41,39,35,41,37,32,43,40,35,42,15
10/5/2018,29,20,n/a,n/a,n/a,19,25,37,29,33,30,44,43,24,n/a,n/a,19,26,34,24,41,42,112,47,30,31,14,31,17,28,15,25,15,53,38,37,28,33,41,n/a,16,25,76,54,4,19,23,31,42,26,52,n/a,48,41,51,28,45,38,19,44,56,22,28,22
10/6/2018,36,31,n/a,n/a,n/a,25,34,57,42,55,38,64,50,32,26,n/a,26,34,38,32,26,55,112,47,32,38,22,29,15,31,24,31,20,53,37,40,18,32,40,66,21,29,75,58,n/a,17,26,25,42,24,45,n/a,55,43,52,33,43,37,24,32,62,29,19,22
10/7/2018,41,n/a,15,n/a,n/a,29,37,54,47,64,48,63,52,31,22,n/a,28,35,36,21,22,58,139,52,38,44,22,35,17,38,30,48,28,50,37,35,25,32,40,52,n/a,24,68,59,2,15,19,12,41,20,48,n/a,52,46,48,26,41,33,28,31,57,30,22,12
10/8/2018,45,n/a,31,n/a,n/a,35,42,88,57,72,49,67,n/a,35,46,n/a,34,39,43,28,36,66,152,57,44,48,43,43,23,44,27,50,25,53,40,37,26,32,43,62,n/a,23,71,65,2,19,21,n/a,39,19,50,n/a,53,41,44,40,40,42,24,28,53,40,25,12
10/9/2018,39,41,29,n/a,n/a,30,39,69,59,59,43,65,n/a,30,33,n/a,29,37,47,33,26,58,201,53,41,53,33,46,31,49,31,55,30,53,37,35,26,29,41,65,n/a,21,73,60,n/a,19,23,n/a,35,18,49,n/a,51,39,48,43,37,31,32,29,50,53,34,13
10/10/2018,48,49,37,n/a,n/a,41,47,73,59,82,57,77,n/a,42,46,n/a,38,56,63,38,n/a,62,172,59,52,52,46,55,35,56,41,n/a,41,48,33,32,28,28,40,62,27,20,62,53,n/a,25,30,n/a,27,18,42,n/a,49,39,n/a,44,33,27,42,n/a,38,n/a,42,22
10/11/2018,45,43,n/a,n/a,n/a,37,40,61,59,67,57,74,n/a,40,42,n/a,36,52,58,36,47,60,161,46,61,73,44,54,31,61,38,55,35,31,17,18,15,n/a,25,60,29,26,42,37,n/a,28,33,n/a,17,17,31,n/a,36,28,n/a,32,24,15,42,n/a,37,n/a,35,20
10/12/2018,34,32,n/a,n/a,n/a,29,31,57,39,54,38,61,n/a,34,43,n/a,25,38,42,32,40,43,124,51,55,62,31,36,27,44,30,37,25,40,25,21,14,17,25,52,33,31,48,42,2,19,26,n/a,20,19,26,n/a,33,26,n/a,31,24,19,35,n/a,42,28,34,20
10/13/2018,51,44,34,n/a,n/a,34,44,115,65,73,55,70,n/a,41,31,n/a,37,49,48,34,36,53,108,52,40,48,42,38,28,37,31,48,23,32,19,21,18,20,28,52,33,28,49,43,n/a,20,24,n/a,18,14,30,n/a,27,n/a,n/a,26,27,22,23,n/a,38,26,32,14
10/14/2018,53,45,30,n/a,n/a,34,42,80,61,73,46,75,n/a,34,n/a,n/a,38,51,45,n/a,36,47,112,54,46,59,42,42,25,43,32,44,26,35,23,20,16,23,29,56,30,34,51,41,n/a,23,28,32,22,14,37,n/a,34,n/a,n/a,25,29,22,32,n/a,34,24,30,16
10/15/2018,34,22,22,n/a,n/a,24,30,64,49,40,37,50,n/a,34,n/a,n/a,21,23,31,32,27,44,116,45,40,21,46,38,20,32,34,43,25,38,23,n/a,17,23,28,51,26,35,67,35,n/a,23,29,27,24,14,36,n/a,34,n/a,n/a,21,30,23,27,n/a,31,27,31,11
10/16/2018,30,20,21,n/a,n/a,20,27,69,37,33,32,40,n/a,27,n/a,n/a,18,15,32,30,34,44,123,49,38,19,47,40,25,39,31,60,25,37,24,n/a,19,23,35,50,21,36,56,48,n/a,16,22,23,22,12,35,n/a,33,n/a,n/a,21,27,27,32,n/a,30,29,30,12
10/17/2018,31,23,29,n/a,n/a,23,34,65,45,41,38,52,n/a,32,n/a,n/a,n/a,14,30,n/a,33,43,104,44,34,22,56,33,21,36,27,47,24,36,22,n/a,n/a,19,26,42,21,29,45,41,n/a,16,21,28,21,16,37,n/a,36,26,n/a,26,22,20,24,n/a,31,36,17,11
10/18/2018,39,40,n/a,n/a,n/a,32,37,67,58,56,42,63,n/a,34,n/a,n/a,n/a,28,42,n/a,33,46,116,58,29,20,52,42,26,47,34,57,21,36,25,n/a,15,19,22,45,19,23,43,42,n/a,20,18,25,26,17,44,n/a,39,23,n/a,23,20,24,32,n/a,32,33,18,11
10/19/2018,43,55,n/a,n/a,n/a,37,47,70,77,68,54,79,n/a,37,n/a,n/a,41,50,48,n/a,38,54,125,59,40,n/a,44,50,28,49,43,64,31,36,22,n/a,18,16,25,42,28,19,39,33,18,20,19,20,28,14,29,n/a,39,n/a,n/a,27,21,22,32,10,34,31,28,13
10/20/2018,37,46,n/a,n/a,n/a,32,43,77,54,47,57,82,n/a,32,n/a,n/a,31,44,50,n/a,27,53,152,52,29,n/a,42,41,22,n/a,34,44,22,38,25,n/a,12,14,25,33,19,20,36,33,25,19,22,23,29,15,30,n/a,39,n/a,n/a,32,20,26,20,13,37,19,17,11
10/21/2018,24,16,14,n/a,n/a,15,20,31,27,30,25,60,n/a,18,n/a,n/a,18,23,28,n/a,12,51,83,33,22,n/a,27,31,14,29,17,21,15,29,17,n/a,12,13,23,23,17,23,n/a,30,19,21,24,23,20,13,22,n/a,30,n/a,n/a,23,18,25,22,11,16,16,17,16
10/22/2018,27,24,24,n/a,n/a,24,32,58,38,36,37,56,n/a,30,n/a,n/a,22,24,33,n/a,17,64,123,46,32,n/a,28,32,17,34,18,32,21,24,12,n/a,10,10,14,30,19,20,n/a,37,22,23,27,27,11,11,21,n/a,16,n/a,n/a,26,11,17,26,13,24,21,22,15
10/23/2018,36,31,24,n/a,n/a,22,32,77,45,49,45,69,44,30,n/a,n/a,28,32,37,n/a,29,n/a,119,47,27,n/a,51,43,22,36,27,44,28,22,10,n/a,9,12,20,31,12,18,n/a,30,27,25,21,n/a,15,7,21,n/a,16,n/a,n/a,23,15,13,22,16,22,32,18,11
10/24/2018,37,34,30,n/a,n/a,29,37,74,52,52,46,81,46,36,n/a,n/a,32,37,46,n/a,32,n/a,184,48,32,n/a,43,52,26,51,32,44,30,26,13,n/a,10,13,19,46,17,22,38,29,32,17,18,n/a,11,8,25,n/a,16,n/a,n/a,29,15,16,34,17,18,28,16,12
10/25/2018,56,49,42,n/a,n/a,41,50,107,68,74,65,94,62,44,n/a,n/a,43,62,60,n/a,42,n/a,221,61,39,66,58,40,21,45,40,51,35,28,18,n/a,14,16,24,33,21,19,52,44,37,15,24,n/a,15,8,24,n/a,24,23,23,38,20,18,34,15,24,41,28,11
10/26/2018,44,44,35,n/a,n/a,36,44,62,53,59,60,79,51,34,n/a,n/a,32,46,62,n/a,43,n/a,186,61,40,59,87,51,29,69,37,64,24,35,22,n/a,n/a,17,26,33,17,20,47,54,38,18,23,n/a,17,9,24,n/a,35,26,27,41,21,19,35,17,27,27,26,15
10/27/2018,41,42,32,n/a,n/a,33,42,49,67,64,58,89,62,38,n/a,n/a,37,55,55,n/a,42,55,139,55,46,76,34,47,32,63,41,67,31,33,23,26,15,17,22,40,23,21,43,43,35,20,25,n/a,23,11,31,n/a,34,26,28,31,21,16,47,18,34,31,31,13
10/28/2018,32,29,27,n/a,n/a,26,33,38,40,42,50,68,44,34,n/a,n/a,25,44,45,n/a,49,51,128,54,51,57,22,49,32,54,29,44,26,39,24,29,14,15,25,42,n/a,28,41,42,31,23,30,n/a,22,14,31,n/a,38,27,29,32,21,18,40,18,29,35,35,20
10/29/2018,47,40,37,n/a,n/a,34,46,85,55,61,57,67,60,49,n/a,n/a,33,68,48,n/a,60,68,125,66,49,75,35,57,39,60,33,58,33,38,23,36,13,15,28,47,25,23,52,49,42,19,29,n/a,25,14,28,n/a,43,30,27,40,27,18,42,18,32,43,38,18
10/30/2018,44,41,34,n/a,n/a,39,43,48,46,54,59,60,60,37,36,n/a,31,61,49,n/a,58,63,145,72,59,67,43,51,38,70,42,58,37,34,24,29,18,15,29,50,31,28,65,51,45,24,34,n/a,21,16,30,n/a,36,32,29,48,32,18,38,19,41,43,41,21
10/31/2018,55,57,n/a,n/a,n/a,44,53,58,61,70,63,60,71,48,45,n/a,40,74,62,n/a,75,66,165,80,80,69,58,60,49,72,52,63,47,37,23,30,20,20,34,67,42,n/a,74,66,58,42,51,n/a,20,20,37,n/a,38,39,35,56,38,18,51,29,55,61,58,21
11/1/2018,62,63,n/a,n/a,n/a,54,59,61,66,85,75,69,74,53,63,n/a,45,82,70,n/a,83,90,162,81,78,98,61,66,48,75,54,82,47,39,24,30,20,19,32,76,42,n/a,69,62,53,39,47,n/a,28,22,39,n/a,40,39,36,55,33,22,45,29,50,60,56,26
11/2/2018,68,71,n/a,n/a,n/a,60,72,82,85,110,89,92,80,63,73,n/a,50,110,73,n/a,81,93,161,86,67,119,64,70,59,77,57,74,48,43,30,34,21,20,37,78,44,n/a,68,69,56,24,29,n/a,27,23,42,n/a,45,37,44,59,31,28,53,25,48,55,53,22
11/3/2018,77,76,68,n/a,n/a,66,75,100,101,125,98,107,96,66,n/a,n/a,59,108,85,n/a,81,99,143,87,62,118,42,73,57,72,55,66,46,46,34,37,20,20,42,83,37,n/a,75,85,52,15,21,n/a,34,20,42,n/a,45,41,41,57,35,31,54,25,66,63,51,15
11/4/2018,64,73,65,n/a,n/a,62,74,76,101,103,97,102,85,55,n/a,n/a,54,102,95,n/a,84,88,173,74,65,87,50,81,58,78,66,72,49,42,34,34,25,21,38,72,16,n/a,84,83,62,18,23,n/a,33,18,41,n/a,49,38,39,50,32,31,58,22,57,64,48,14
11/5/2018,68,75,65,n/a,n/a,61,73,82,89,99,89,96,83,63,n/a,n/a,50,95,90,n/a,85,92,163,82,64,98,71,88,55,80,73,86,50,44,32,34,19,17,36,77,23,n/a,74,90,65,n/a,24,n/a,29,18,40,n/a,46,42,41,57,34,33,62,18,59,57,51,17
11/6/2018,66,56,53,n/a,n/a,57,62,74,82,85,84,91,73,49,n/a,n/a,43,83,70,n/a,65,78,126,72,59,89,57,76,51,n/a,47,64,42,41,33,34,19,19,37,75,37,n/a,56,63,47,n/a,30,n/a,29,18,42,n/a,46,45,43,47,32,32,54,20,55,48,46,17
11/7/2018,51,49,42,n/a,n/a,44,51,63,66,65,69,71,65,45,n/a,n/a,34,70,60,n/a,54,70,135,62,53,83,67,51,34,47,36,61,34,40,37,33,19,20,37,63,34,n/a,44,51,45,18,25,n/a,31,22,45,n/a,45,42,44,39,29,27,33,20,45,35,41,19
11/8/2018,47,37,31,n/a,60,33,41,45,45,50,58,57,54,32,n/a,n/a,25,53,45,n/a,45,n/a,123,52,57,55,42,43,26,38,27,38,27,41,40,30,16,18,36,56,12,n/a,43,51,32,15,18,n/a,30,20,45,n/a,47,38,44,37,24,28,27,20,40,33,42,17
11/9/2018,51,31,27,n/a,56,32,40,46,41,46,64,63,52,41,n/a,n/a,25,53,42,n/a,37,56,132,60,47,60,24,46,26,43,25,49,21,35,30,26,14,14,30,33,16,n/a,35,47,30,20,22,n/a,28,18,45,n/a,39,34,43,36,20,27,28,19,35,34,27,16
11/10/2018,40,44,31,n/a,59,30,44,55,52,n/a,70,79,52,33,n/a,n/a,28,43,50,n/a,26,51,164,53,52,58,29,51,29,46,31,45,28,28,22,18,10,11,24,28,12,n/a,38,49,41,18,22,n/a,26,14,29,n/a,28,24,29,30,18,n/a,31,15,26,33,24,12
11/11/2018,41,45,33,n/a,57,33,n/a,56,54,n/a,63,65,56,38,n/a,n/a,32,42,57,n/a,40,n/a,141,49,47,46,34,57,36,49,35,53,27,25,16,15,10,10,18,33,26,n/a,41,45,35,20,25,n/a,9,12,23,n/a,30,25,25,33,17,n/a,35,13,30,32,27,14
11/12/2018,67,64,n/a,n/a,81,44,n/a,93,75,n/a,72,76,74,60,n/a,n/a,48,61,65,n/a,52,n/a,168,60,52,72,51,67,43,59,62,80,47,26,22,13,10,12,15,52,27,n/a,59,58,48,27,30,n/a,16,13,30,n/a,24,20,22,40,18,n/a,48,16,24,36,37,17
11/13/2018,66,82,n/a,n/a,92,60,n/a,107,90,99,86,96,83,67,n/a,n/a,57,61,79,n/a,50,79,187,67,60,67,67,84,47,72,67,98,46,31,23,14,10,13,19,42,24,n/a,46,69,88,26,31,14,19,13,27,n/a,26,n/a,27,40,19,n/a,46,18,22,55,37,24
11/14/2018,65,79,54,n/a,107,51,n/a,123,84,91,86,94,84,59,n/a,n/a,56,73,85,n/a,63,75,200,71,59,77,58,65,45,73,68,84,52,33,28,19,14,16,22,69,24,n/a,53,59,74,23,36,17,21,14,37,n/a,36,n/a,27,46,14,n/a,49,18,31,58,38,20
11/15/2018,70,62,50,n/a,136,63,n/a,114,92,90,75,103,84,67,n/a,n/a,49,61,62,n/a,51,76,217,60,62,57,41,62,37,61,56,75,46,35,25,17,12,16,21,70,32,n/a,51,58,61,20,27,13,21,16,34,n/a,33,n/a,31,43,20,n/a,44,18,27,51,39,15
11/16/2018,42,38,34,n/a,96,30,n/a,72,52,50,50,60,50,47,n/a,n/a,27,24,46,n/a,52,50,143,56,63,28,30,52,34,57,42,54,31,39,30,24,15,18,23,84,26,n/a,53,54,49,18,25,14,26,16,44,n/a,40,n/a,n/a,36,25,n/a,31,n/a,31,44,40,19
11/17/2018,38,40,32,n/a,72,29,n/a,61,52,47,51,58,47,42,n/a,n/a,25,25,36,n/a,51,43,220,61,58,24,32,61,34,57,39,55,25,40,30,22,19,19,29,61,20,n/a,63,68,46,21,28,17,25,13,38,n/a,40,36,n/a,38,22,26,40,17,33,42,39,20
11/18/2018,49,46,43,n/a,93,40,n/a,57,106,68,67,82,61,49,n/a,n/a,39,37,44,n/a,34,52,220,59,63,27,27,57,38,49,35,47,32,41,28,31,17,20,29,58,22,n/a,56,56,33,21,27,16,29,14,35,n/a,37,34,n/a,39,19,26,33,21,35,38,39,21
11/19/2018,55,55,46,n/a,101,50,n/a,105,89,83,81,82,72,48,n/a,n/a,41,57,62,n/a,40,58,180,49,79,74,26,49,n/a,47,46,59,36,43,35,26,16,20,28,49,27,n/a,47,58,56,24,24,25,37,16,40,n/a,42,27,n/a,23,19,31,41,22,40,42,43,23
11/20/2018,58,50,33,n/a,104,40,n/a,103,73,82,54,76,69,61,n/a,n/a,41,40,45,33,37,43,245,58,49,59,22,46,n/a,48,33,41,26,41,30,26,17,23,27,70,27,n/a,63,51,29,24,24,25,35,15,45,n/a,43,29,n/a,31,25,29,41,20,42,33,35,20
11/21/2018,65,53,40,n/a,109,46,n/a,110,69,86,95,74,75,60,64,n/a,45,52,54,43,57,66,243,58,n/a,70,37,63,n/a,59,52,67,37,40,31,25,19,19,30,62,15,n/a,78,53,53,24,24,15,29,14,43,n/a,50,32,n/a,38,28,22,38,21,49,49,35,19
11/22/2018,61,57,47,n/a,103,48,n/a,110,63,78,107,64,72,67,68,n/a,41,52,61,42,70,60,212,58,n/a,68,35,70,n/a,72,44,67,39,42,33,27,20,20,33,47,27,n/a,46,51,69,31,32,16,30,16,40,n/a,48,33,n/a,n/a,28,20,43,20,51,49,42,22
11/23/2018,52,41,38,n/a,96,40,n/a,68,60,73,74,78,61,50,41,n/a,33,46,43,34,51,43,113,53,n/a,73,31,67,n/a,59,27,47,29,41,32,25,21,19,28,48,29,n/a,48,35,64,32,33,25,37,15,39,n/a,45,34,n/a,42,20,31,37,19,41,35,38,23
11/24/2018,47,52,39,n/a,97,35,n/a,67,80,67,77,72,69,45,42,n/a,36,n/a,52,35,66,55,142,55,n/a,88,23,53,n/a,48,27,41,31,41,33,25,17,21,26,54,35,n/a,52,44,94,24,32,28,38,17,41,n/a,38,30,n/a,44,22,36,32,21,41,41,41,21
11/25/2018,57,58,49,n/a,85,52,n/a,68,72,85,178,84,68,55,43,n/a,38,n/a,61,38,73,63,151,63,n/a,85,38,54,n/a,58,26,47,32,38,30,25,19,18,35,66,41,n/a,55,54,45,28,32,28,36,14,32,n/a,39,32,45,48,25,27,31,23,45,49,47,23
11/26/2018,57,57,46,n/a,91,50,n/a,66,73,87,144,73,73,53,55,n/a,39,n/a,61,36,63,57,108,n/a,n/a,88,48,58,n/a,56,35,55,35,39,27,24,19,17,28,82,39,n/a,69,55,33,32,38,44,28,16,48,n/a,40,33,42,38,35,28,43,21,53,49,51,34
11/27/2018,54,48,37,n/a,99,45,n/a,59,60,70,86,68,63,53,n/a,n/a,35,47,47,38,60,61,103,n/a,n/a,74,43,48,n/a,43,31,46,27,40,27,23,17,16,36,68,34,51,70,48,23,37,43,21,32,18,42,n/a,39,38,46,27,40,27,28,28,47,34,48,28
11/28/2018,44,37,27,n/a,77,33,n/a,39,48,59,92,52,51,41,n/a,n/a,26,36,43,28,45,40,106,n/a,n/a,52,34,40,n/a,45,30,44,26,39,28,29,26,18,38,63,12,31,52,55,25,28,38,14,40,17,47,n/a,51,40,58,44,45,33,33,29,52,36,39,20
11/29/2018,58,53,40,n/a,100,46,n/a,71,65,85,94,73,77,54,n/a,n/a,46,60,59,36,56,59,138,n/a,n/a,84,45,53,n/a,60,41,51,34,45,32,33,25,23,41,73,17,29,58,55,25,19,27,15,44,19,42,n/a,45,40,60,42,29,31,40,30,55,41,44,18
11/30/2018,69,65,59,n/a,107,59,n/a,83,82,102,105,90,77,68,n/a,n/a,46,68,64,47,68,76,158,n/a,n/a,106,46,58,n/a,60,39,52,37,48,37,37,26,25,42,71,28,39,63,69,24,29,30,18,44,20,46,n/a,50,37,58,37,34,36,45,29,54,50,48,22
12/1/2018,74,67,55,n/a,n/a,55,n/a,97,94,101,96,90,78,66,n/a,n/a,51,79,69,41,83,71,188,n/a,n/a,104,37,n/a,n/a,75,42,69,42,44,32,38,19,22,42,72,24,36,50,59,19,18,27,20,46,19,36,n/a,43,33,56,39,34,34,49,25,52,44,48,23
12/2/2018,68,63,49,n/a,n/a,50,n/a,98,79,89,77,87,89,60,84,n/a,51,64,60,38,67,67,153,62,n/a,99,39,n/a,n/a,n/a,58,66,40,43,34,37,21,24,37,74,28,37,55,59,27,27,28,16,53,17,40,n/a,44,30,67,46,32,43,47,25,44,40,43,21
12/3/2018,63,51,39,n/a,n/a,44,n/a,94,67,69,74,73,82,53,n/a,n/a,43,61,65,34,71,46,187,74,n/a,109,54,79,51,74,65,77,52,46,35,40,22,25,39,76,25,38,66,66,24,25,28,20,60,15,43,n/a,57,37,63,46,34,50,54,23,57,48,55,22
12/4/2018,72,63,57,n/a,n/a,58,n/a,74,97,83,109,87,88,68,64,n/a,50,71,68,49,91,77,221,71,n/a,106,65,89,52,66,52,77,46,48,36,38,24,22,41,86,26,33,76,80,34,19,21,11,50,17,44,n/a,55,34,61,48,34,39,57,26,51,48,57,15
12/5/2018,56,57,45,n/a,n/a,44,n/a,71,59,64,65,72,69,52,47,n/a,41,63,61,43,74,50,139,64,66,82,34,76,48,65,40,64,34,43,30,40,26,23,40,90,25,37,63,64,n/a,16,19,16,54,15,40,n/a,49,31,67,44,37,31,41,24,58,55,51,19
12/6/2018,57,51,44,n/a,n/a,42,n/a,67,61,64,64,69,73,53,52,n/a,39,55,60,46,60,49,193,74,71,74,48,61,47,57,45,73,39,50,35,38,16,26,41,108,30,41,68,63,n/a,15,19,12,74,18,43,n/a,52,35,60,51,37,37,44,25,65,49,54,19
12/7/2018,72,63,53,n/a,n/a,53,n/a,97,72,82,84,84,82,59,79,n/a,50,78,64,43,84,75,181,64,71,122,65,90,56,n/a,60,79,41,55,45,52,28,26,56,95,19,26,66,61,n/a,17,25,10,n/a,24,47,n/a,71,45,72,50,36,49,53,26,60,55,60,10
12/8/2018,38,35,29,n/a,n/a,32,35,38,47,55,48,61,53,38,n/a,n/a,26,37,43,25,40,27,157,60,32,48,27,54,24,53,35,53,29,62,53,65,39,38,52,57,18,25,47,58,n/a,19,24,11,n/a,28,54,n/a,66,47,81,37,33,61,38,24,52,32,27,12
12/9/2018,49,40,33,n/a,n/a,39,43,45,53,66,63,69,54,42,n/a,n/a,28,41,48,29,45,42,150,50,31,58,24,53,33,50,35,44,30,52,37,36,22,18,34,43,12,24,41,39,n/a,28,23,14,13,21,39,n/a,46,32,37,34,21,42,44,22,33,39,29,12
12/10/2018,48,51,45,n/a,n/a,41,54,62,70,70,75,78,65,43,n/a,n/a,34,53,53,n/a,57,45,124,57,39,66,26,48,33,52,32,42,27,31,26,28,17,12,31,42,21,26,48,37,n/a,20,24,17,34,18,34,n/a,37,27,24,28,21,36,38,15,45,31,32,15
12/11/2018,57,53,47,n/a,n/a,49,53,71,78,80,75,81,71,54,n/a,n/a,39,61,62,30,43,51,144,53,51,77,28,51,31,n/a,35,56,34,36,30,30,14,13,37,59,23,32,49,43,41,18,24,18,44,15,35,n/a,47,27,39,41,26,28,28,14,46,38,41,19
12/12/2018,50,42,29,n/a,n/a,42,45,43,51,62,71,64,61,45,n/a,n/a,31,46,49,31,54,49,113,59,56,67,31,50,38,56,32,45,29,32,26,26,15,14,35,47,21,37,43,35,35,18,16,14,30,17,33,n/a,40,25,30,32,25,31,37,16,45,27,37,15
12/13/2018,48,42,n/a,n/a,n/a,35,44,49,52,67,60,59,59,40,n/a,n/a,29,45,47,29,56,39,107,48,52,75,26,35,26,33,27,41,28,27,16,21,14,11,20,57,20,40,47,n/a,28,32,33,23,15,14,30,n/a,30,23,36,30,24,17,20,15,48,31,30,26
12/14/2018,52,45,43,n/a,n/a,47,52,56,65,78,73,71,62,47,61,n/a,29,49,48,32,55,50,100,n/a,52,76,34,44,31,35,34,52,31,32,26,21,13,12,24,73,22,36,48,n/a,34,41,39,27,17,15,31,n/a,40,28,29,30,26,22,27,15,56,31,40,24
12/15/2018,55,52,47,n/a,n/a,47,54,60,80,83,77,72,70,46,64,n/a,35,58,58,32,64,47,104,n/a,57,73,33,49,30,38,36,51,35,37,25,21,22,12,26,72,23,38,49,n/a,34,17,17,21,13,14,25,n/a,41,25,37,32,22,16,47,16,49,33,37,18
12/16/2018,50,44,42,n/a,n/a,43,46,49,64,69,75,62,64,43,n/a,n/a,30,45,58,26,72,50,92,n/a,56,71,30,50,33,42,35,53,35,32,21,22,19,11,30,72,16,21,47,n/a,35,12,16,14,17,13,21,n/a,41,24,40,31,22,15,34,11,48,31,45,10
12/17/2018,49,47,36,n/a,n/a,37,n/a,46,50,59,69,58,60,45,n/a,n/a,30,49,49,33,61,40,124,n/a,66,62,35,52,36,40,31,43,31,29,17,23,18,11,24,76,21,27,50,n/a,35,16,20,19,20,14,34,n/a,38,24,42,35,27,23,38,17,50,33,44,15
12/18/2018,52,51,45,n/a,n/a,44,n/a,56,54,70,72,62,63,49,n/a,n/a,32,56,57,35,68,51,131,71,72,95,44,52,39,44,36,63,40,38,30,31,24,16,32,76,21,30,51,n/a,44,17,19,11,17,14,38,n/a,39,31,54,47,29,24,44,19,53,34,51,13
12/19/2018,87,77,62,n/a,n/a,60,72,108,80,118,86,95,88,67,n/a,n/a,57,82,74,48,89,68,153,n/a,68,117,54,65,50,62,54,81,46,45,34,35,25,23,36,96,20,26,68,n/a,63,15,19,12,57,19,39,n/a,46,34,68,59,34,33,55,22,73,55,55,15
12/20/2018,117,113,89,n/a,n/a,88,105,159,135,168,120,141,135,98,n/a,n/a,92,115,106,53,122,100,226,n/a,83,141,75,99,63,n/a,92,123,77,49,38,39,30,25,43,112,25,30,81,n/a,67,27,27,22,21,19,44,n/a,51,46,58,53,39,32,74,26,86,56,55,21
12/21/2018,99,100,97,n/a,n/a,81,106,126,113,125,123,138,106,99,n/a,n/a,68,81,76,74,122,121,279,108,66,86,71,127,60,80,81,130,57,38,29,26,23,15,35,120,31,34,98,n/a,90,27,30,30,16,14,43,n/a,47,37,63,69,38,23,63,26,72,98,47,23
12/22/2018,77,94,75,n/a,n/a,69,82,92,95,101,101,94,103,80,89,n/a,63,114,83,63,107,105,230,111,58,90,n/a,79,45,56,57,100,53,28,19,26,22,13,38,70,39,35,92,n/a,89,35,35,34,14,12,30,n/a,46,30,47,68,34,18,48,26,53,100,45,26
12/23/2018,75,80,72,n/a,n/a,65,83,78,83,89,93,90,87,69,90,n/a,52,85,88,49,105,77,145,92,80,n/a,n/a,n/a,59,n/a,67,84,57,29,17,25,24,14,32,73,51,46,61,n/a,77,36,40,41,16,13,34,n/a,41,27,48,77,25,18,53,20,64,68,68,30
12/24/2018,n/a,68,59,n/a,n/a,61,70,74,78,97,91,91,83,69,78,n/a,44,76,76,43,74,77,145,66,63,n/a,n/a,62,47,n/a,50,72,48,37,27,34,22,13,32,93,53,62,57,n/a,51,38,36,36,27,15,47,n/a,52,35,41,49,30,27,47,23,71,47,52,30
12/25/2018,n/a,103,72,n/a,n/a,60,83,96,96,79,102,108,102,67,95,n/a,70,115,107,45,94,83,220,86,68,112,n/a,66,65,56,68,92,55,39,26,34,28,15,44,105,56,60,73,n/a,52,24,29,33,32,12,47,n/a,49,46,48,51,29,29,58,23,87,60,57,25
12/26/2018,93,109,85,n/a,n/a,73,99,107,109,99,119,121,108,76,106,n/a,67,105,146,53,121,92,273,83,63,104,94,101,85,89,84,125,76,37,26,33,28,20,53,89,46,50,82,n/a,102,29,31,45,35,11,45,n/a,53,58,54,56,32,n/a,79,26,74,76,49,34
12/27/2018,96,100,84,n/a,n/a,76,94,117,110,99,110,117,106,81,n/a,n/a,67,110,136,57,125,90,232,110,60,113,106,116,97,97,92,131,82,43,29,50,30,23,62,105,34,32,79,n/a,117,33,34,40,35,14,47,n/a,61,53,49,84,34,n/a,91,28,67,97,56,22
